0.109735	0.349564
0.584388	0.021247
0.534211	0.979146
0.496129	0.136414
0.561078	0.389470
0.772136	0.066686
0.183465	0.180950
0.564470	0.005499
0.288024	0.032926
0.292813	0.917795
0.534618	0.358366
0.603327	0.401370
0.493404	0.660114
0.376720	0.552145
0.014380	0.177505
0.483735	0.124116
0.527069	0.068123
0.145362	0.061280
0.047269	0.641491
0.197694	0.608347
0.030960	0.969831
0.675033	0.214426
0.150780	0.239502
0.219925	0.438804
0.272428	0.512738
0.356600	0.807046
0.871104	0.959927
0.208415	0.364508
0.620041	0.585135
0.916653	0.634421
0.762640	0.400388
0.758536	0.289710
0.468511	0.903898
0.350990	0.515780
0.545389	0.548684
0.124127	0.576350
0.518515	0.799159
0.790775	0.669295
0.038662	0.010700
0.108100	0.311090
0.523438	0.464699
0.118135	0.394542
0.424626	0.326551
0.759049	0.044667
0.911686	0.675702
0.679088	0.674326
0.076089	0.437624
0.964036	0.544600
0.341523	0.315026
0.060380	0.886912
0.863711	0.184507
0.463261	0.382226
0.983667	0.254036
0.051521	0.022328
0.264736	0.159621
0.333418	0.788174
0.624320	0.451553
0.182716	0.048946
0.778104	0.941765
0.093613	0.689790
0.617467	0.772701
0.364116	0.693556
0.210325	0.328152
0.238157	0.551847
0.643178	0.298537
0.438759	0.506889
0.483044	0.902020
0.889114	0.466710
0.156057	0.940635
0.489039	0.420793
0.100256	0.822457
0.208967	0.724576
0.274009	0.391683
0.773522	0.052113
0.333448	0.867135
0.741903	0.950915
0.639836	0.106018
0.644471	0.850161
0.434171	0.882628
0.402008	0.077349
0.181165	0.840767
0.584238	0.664209
0.742788	0.473352
0.130919	0.898844
0.413987	0.619958
0.319638	0.514244
0.442414	0.528605
0.238820	0.716424
0.920287	0.012342
0.768537	0.253735
0.879477	0.510440
0.204650	0.519313
0.616458	0.849121
0.369474	0.050629
0.731749	0.771482
0.127977	0.912914
0.612250	0.712215
0.577123	0.355037
0.185567	0.708042
0.253882	0.599554
0.328000	0.573519
0.113798	0.770414
0.102124	0.352618
0.486838	0.022411
0.364960	0.255375
0.276147	0.244437
0.765815	0.480797
0.763750	0.382273
0.329918	0.133224
0.432901	0.061668
0.904707	0.560879
0.974582	0.516956
0.273093	0.551704
0.871993	0.458660
0.259746	0.125875
0.058215	0.587746
0.699394	0.172012
0.358160	0.801518
0.524630	0.844998
0.823929	0.889590
0.100373	0.100076
0.134027	0.866187
0.580873	0.897777
0.248460	0.910791
0.031002	0.681361
0.972459	0.935708
0.242240	0.947040
0.452664	0.515333
0.498744	0.324658
0.973994	0.758491
0.450533	0.032208
0.346237	0.149927
0.204221	0.704397
0.951446	0.728851
0.549394	0.775375
0.618440	0.649767
0.875451	0.752467
0.515955	0.456324
0.650244	0.764415
0.367115	0.681246
0.445776	0.339574
0.616954	0.688016
0.286614	0.069618
0.203350	0.785358
0.394276	0.177343
0.543849	0.844809
0.209551	0.890086
0.994737	0.413772
0.594482	0.946182
0.142622	0.143877
0.721557	0.761062
0.793644	0.597008
0.513530	0.309599
0.053332	0.163774
0.074014	0.420447
0.845019	0.519790
0.760021	0.461973
0.207806	0.046635
0.531592	0.411156
0.831993	0.925868
0.588499	0.375842
0.770677	0.798050
0.265928	0.765414
0.211822	0.860410
0.711596	0.354444
0.004286	0.433153
0.115506	0.797930
0.030162	0.629036
0.107529	0.083494
0.792810	0.181543
0.503941	0.637829
0.701333	0.263962
0.099802	0.909140
0.310598	0.631394
0.320296	0.142591
0.557262	0.908795
0.518433	0.327939
0.706845	0.784361
0.093354	0.918666
0.644771	0.804950
0.273110	0.649058
0.238103	0.388617
0.446988	0.268265
0.017653	0.554517
0.351759	0.810462
